"【改制後】縣市重要統計指標 依 指標, 期間 與 縣市"

" "," "," 新北市"," 臺北市"," 桃園市"," 臺中市"," 臺南市"," 高雄市"," 宜蘭縣"," 新竹縣"," 苗栗縣"," 彰化縣"," 南投縣"," 雲林縣"," 嘉義縣"," 屏東縣"," 臺東縣"," 花蓮縣"," 澎湖縣"," 基隆市"," 新竹市"," 嘉義市"," 金門縣"," 連江縣"
"-------------------------- "
"指標項：犯罪人口率(人／十萬人) "
"定義：每十萬人口中嫌疑犯人數。 "
"公式：(嫌疑犯人數／年中人口數)*100,000 "
"-------------------------- "
"指標項：托兒所收托人數(人) "
"定義：托兒所係指轄區內經核准設立之公、私立托育機構及社區托兒所。收托?"
"H數 "
"       ：指實際收托之兒童數。 "
"註記：自101年起「托兒所」改制為「幼兒園」由教育部主管。 "
"-------------------------- "
"指標項：國小校數(所) "
"定義：各公私立國民小學專設校數。 "
"-------------------------- "
"指標項：國中校數(所) "
"定義：各公私立國民中學專設校數。 "
"-------------------------- "
"指標項：高級中等學校校數(所) "
"定義：各公私立高級中等學校校數。 "
"註記：《高級中等教育法》於103年8月1 日全面實施後，不以高中、高職分別 "
"       "
"列示；高級中等進修學校應自《高級中等教育法》實施後轉型為所屬高級中等 "
"       學校之進修部，仍尚有獨立進修學校，則列計於高級中等學校內， "
"-------------------------- "
"指標項：醫療機構數(所) "
"定義：醫療機構包括公立及非公立醫院診所。公立醫院診所:包括署立及直轄市-"
"立 "
"       "
"醫院診所、縣市立醫院診所、公立醫學院校附設醫院醫務室、軍方醫院、榮民 "
"       "
"醫院、公立機關(構)附設醫院診所、公立中醫醫院及衛生所。非公立醫院 "
"       "
"診所:包括醫療財團法人醫院診所、醫療社團法人醫院診所、宗教財團法人附 "
"       "
"設醫院診所、私立醫學院校附設醫院醫務室、公益法人附設醫院診所、私立事 "
"       業單位或機構附設診所及私立西醫、私立牙醫、私立中醫等醫院診所。 "
"-------------------------- "
"指標項：平均每人每日垃圾清運量(公斤) "
"定義：垃圾清運量(公噸) / 〔當月日數×期中總人口數(千人) 〕；期中總 "
"       人口數(千人) =〔當月底各直轄市、各縣市戶籍登記總人口數(千人)  "
"       + 上月底各直轄市、各縣市戶籍登記總人口數(千人)〕/2，104年以 "
"       "
"前採用「指定清除地區期中人口數」指各直轄市政府、省轄市環境保護局及各 "
"       "
"縣市所轄鄉鎮市公所公告指定清除地區之期末戶籍登記人口數加前期末戶籍登 "
"       "
"記人口數除以二，88年度以前為「指定清除地區期末人口數」(當年度6月 "
"       底)。 "
"公式：垃圾清運量(公噸) / 〔當月日數×指定清除地區期中人口數(千人)  "
"       "
"〕；「指定清除地區期中人口數」指各直轄市政府、省轄市環境保護局及各縣 "
"       "
"市所轄鄉鎮市公所公告指定清除地區之期末戶籍登記人口數加前期末戶籍登記 "
"       人口數除以二，88年度以前為期末(當年度6月底)數 。 "
"註記：執行機關一般廢棄物清理狀況(表號：11350103) "
"-------------------------- "
"指標項：空氣中總懸浮微粒濃度(微克／立方公尺) "
"定義：浮游於空氣中之微粒﹙包括10微米以上浮游粒子﹚。各地區濃度為該地?"
"洃@ "
"       "
"般人工監測站各測站濃度之算數平均值。各測站濃度為該測站各連續24小時 "
"       "
"監測值之幾何平均值；81年以前每年測定月數未達8個月，82年以後每年 "
"       測定次數未達16次之測站及其監測資料不納入計算。 "
"註記：環境空氣品質檢驗結果(表號：11320301)；連江縣無一般人工監 "
"       測站，金門縣則於102年（含）前無設置，皆以…表示。 "

